Cycle	Avg bright	Stdev bright	Avg dark	Stdev dark	Avg dark-corrected intensity	Error dark-corrected
0	1225.1666666666667	55.737624889143135	1087.0401515151516	46.257201502967455	138.12651515151515	72.43211662770157
1	2413.9560606060604	115.67805523637166	1082.355681818182	47.44543522592609	1331.6003787878785	125.02992356650708
2	4094.5795454545455	204.3997006160102	1083.3655303030303	47.01885607914665	3011.214015151515	209.73795660038766
3	5749.557196969697	293.84214567857947	1084.3401515151515	45.99032566227921	4665.217045454545	297.4194288063811
4	7148.371969696969	366.00820217966015	1085.5056818181818	46.27042511631176	6062.866287878787	368.9213416207189
5	8252.671212121211	420.8087688354816	1085.4363636363637	46.159987383682285	7167.234848484848	423.332923789416
6	9142.02537878788	465.6122408459791	1084.885984848485	45.797390926741016	8057.139393939395	467.8591239265414
7	9872.865151515152	488.7538630374884	1084.6223484848485	45.93233033759766	8788.242803030304	490.9074430117251
8	10512.759848484848	518.613042433176	1082.5204545454546	45.71596637512512	9430.239393939393	520.6240845018666
9	11085.611742424242	558.9563208107022	1081.939393939394	46.08907837098976	10003.672348484848	560.8532532840688
10	11625.079166666666	603.1237700424472	1081.5056818181818	47.11906226064991	10543.573484848484	604.9615591246585
11	12060.848484848484	627.9469117790578	1080.1545454545455	46.56516672434574	10980.69393939394	629.6710560006089
12	12446.127651515151	650.336757747721	1079.4931818181817	46.47898628018482	11366.63446969697	651.9955480242572
13	12797.064015151514	669.2165354209714	1076.748106060606	46.196473901786575	11720.315909090908	670.8091274586286
14	13109.826136363636	688.8193322076197	1076.9318181818182	46.947624456928175	12032.894318181818	690.4173751181961
15	13379.116287878787	700.9116539938553	1074.6859848484848	45.842090133609226	12304.430303030302	702.4091713041765
16	13631.25643939394	712.4330285884321	1073.9378787878788	45.61521298981865	12557.31856060606	713.8918460661897
17	13859.191287878788	729.0325725357121	1072.1409090909092	46.07737884903823	12787.050378787879	730.4872460622678
18	14020.193181818182	736.2279804489481	1071.685606060606	45.614512298263676	12948.507575757576	737.6396972290368
19	14207.686363636363	745.3773953379028	1069.771212121212	46.61756810588171	13137.915151515152	746.833756023938
20	14351.55	754.0561382425132	1067.310606060606	46.09376684603823	13284.239393939393	755.4636291465455
21	14501.564015151514	758.1873072478577	1067.9943181818182	45.95904350438718	13433.569696969696	759.5789797984114
22	14578.773863636363	764.7553252998414	1065.5465909090908	44.36468304873216	13513.227272727272	766.0410776691291
23	14641.660984848484	769.0100748988922	1063.230681818182	45.98001259923743	13578.430303030302	770.3834479365622
24	14685.781439393939	770.4460683764412	1062.2276515151516	45.17254873965088	13623.553787878787	771.7692034775371
25	14695.197727272727	782.376478000309	1060.0488636363636	45.02622424677423	13635.148863636363	783.671049738402
26	14745.603030303031	782.8503649677959	1058.4068181818182	44.59286818434463	13687.196212121213	784.1193900313381
27	14796.926893939393	785.9280079438927	1058.5693181818183	45.45516986787028	13738.357575757575	787.2413900058688
28	14085.889015151515	737.2218511127576	1051.010606060606	45.06521244108323	13034.878409090908	738.5979495845361
29	13607.87537878788	731.6708431577202	1046.1507575757576	43.343868176675095	12561.724621212123	732.9535548966567
30	12220.089772727273	643.7539331223961	1038.9534090909092	44.24475345252892	11181.136363636364	645.2725971390925
31	11360.372727272726	599.2450323545894	1031.610606060606	44.07899977137426	10328.762121212121	600.8640170808181
32	10376.032575757576	534.6803268955415	1027.7670454545455	41.868696870505744	9348.26553030303	536.3171074530044
33	9601.813636363637	500.5137997632468	1021.3799242424243	42.99215016432461	8580.433712121212	502.3568340623977
34	8903.65265151515	474.3938702404968	1015.192803030303	42.065816320964004	7888.4598484848475	476.2552645635599
35	8329.269318181818	446.66585093552806	1012.4977272727273	43.236085458142504	7316.77159090909	448.7535420224593
36	7826.631439393939	419.95954638807007	1008.5348484848485	42.449153157217665	6818.096590909091	422.09945653392936
37	7373.284848484848	391.58151353214896	1002.5537878787878	41.2674956566689	6370.73106060606	393.7500323020961
38	6929.717803030303	372.5705092731063	999.0238636363637	41.715338980816576	5930.693939393939	374.89859147015505
39	6498.712878787879	343.26749351906903	997.598106060606	42.14927742348716	5501.114772727273	345.8455344430316
